t, uC1, uC2, iL2, u1
0.007185, 9.999984, 0.000000, 0.000000, 10.000000
0.007200, 9.999993, 0.000000, 0.000000, 10.000000
0.007215, 9.999997, 0.000000, 0.000000, 10.000000
0.007230, 9.999998, 0.000000, 0.000000, 10.000000
0.007245, 9.999999, 0.000000, 0.000000, 10.000000
0.007260, 10.000000, 0.000000, 0.000000, 10.000000
0.007275, 10.000000, 0.000000, 0.000000, 10.000000
0.007290, 10.000000, 0.000000, 0.000000, 10.000000
0.007305, 10.000000, 0.000000, 0.000000, 10.000000
0.007320, 10.000000, 0.000000, 0.000000, 10.000000
0.007335, 10.000000, 0.000000, 0.000000, 10.000000
0.007350, 10.000000, 0.000000, 0.000000, 10.000000
0.007365, 10.000000, 0.000000, 0.000000, 10.000000
0.007380, 10.000000, 0.000000, 0.000000, 10.000000
0.007395, 10.000000, 0.000000, 0.000000, 10.000000
0.007410, 10.000000, 0.000000, 0.000000, 10.000000
0.007425, 10.000000, 0.000000, 0.000000, 10.000000
0.007440, 10.000000, 0.000000, 0.000000, 10.000000
0.007455, 10.000000, 0.000000, 0.000000, 10.000000
0.007470, 10.000000, 0.000000, 0.000000, 10.000000
0.007485, 10.000000, 0.000000, 0.000000, 10.000000
0.007500, 10.000000, 0.000000, 0.000000, 10.000000
0.007515, 10.000000, 0.000000, 0.000000, 10.000000
0.007530, 10.000000, 0.000000, 0.000000, 10.000000
0.007545, 10.000000, 0.000000, 0.000000, 10.000000
0.007560, 10.000000, 0.000000, 0.000000, 10.000000
0.007575, 10.000000, 0.000000, 0.000000, 10.000000
0.007590, 10.000000, 0.000000, 0.000000, 10.000000
0.007605, 10.000000, 0.000000, 0.000000, 10.000000
0.007620, 10.000000, 0.000000, 0.000000, 10.000000
0.007635, 10.000000, 0.000000, 0.000000, 10.000000
0.007650, 10.000000, 0.000000, 0.000000, 10.000000
0.007665, 10.000000, 0.000000, 0.000000, 10.000000
0.007680, 10.000000, 0.000000, 0.000000, 10.000000
0.007695, 10.000000, 0.000000, 0.000000, 10.000000
0.007710, 10.000000, 0.000000, 0.000000, 10.000000
0.007725, 10.000000, 0.000000, 0.000000, 10.000000
0.007740, 10.000000, 0.000000, 0.000000, 10.000000
0.007755, 10.000000, 0.000000, 0.000000, 10.000000
0.007770, 10.000000, 0.000000, 0.000000, 10.000000
0.007785, 10.000000, 0.000000, 0.000000, 10.000000
0.007800, 10.000000, 0.000000, 0.000000, 10.000000
0.007815, 10.000000, 0.000000, 0.000000, 10.000000
0.007830, 10.000000, 0.000000, 0.000000, 10.000000
0.007845, 10.000000, 0.000000, 0.000000, 10.000000
0.007860, 10.000000, 0.000000, 0.000000, 10.000000
0.007875, 10.000000, 0.000000, 0.000000, 10.000000
0.007890, 10.000000, 0.000000, 0.000000, 10.000000
0.007905, 10.000000, 0.000000, 0.000000, 10.000000
0.007920, 10.000000, 0.000000, 0.000000, 10.000000
0.007935, 10.000000, 0.000000, 0.000000, 10.000000
0.007950, 10.000000, 0.000000, 0.000000, 10.000000
0.007965, 10.000000, 0.000000, 0.000000, 10.000000
0.007980, 10.000000, 0.000000, 0.000000, 10.000000
0.007995, 10.000000, 0.000000, 0.000000, 10.000000
0.008010, 9.978342, 0.000000, 0.000000, 9.900000
0.008025, 9.890712, 0.000000, 0.000000, 9.750000
0.008040, 9.769737, 0.000000, 0.000000, 9.600000
0.008055, 9.633244, 0.000000, 0.000000, 9.450000
0.008070, 9.489529, 0.000000, 0.000000, 9.300000
0.008085, 9.342454, 0.000000, 0.000000, 9.150000
0.008100, 9.193815, 0.000000, 0.000000, 9.000000
0.008115, 9.044449, 0.000000, 0.000000, 8.850000
0.008130, 8.894743, 0.000000, 0.000000, 8.700000
0.008145, 8.744881, 0.000000, 0.000000, 8.550000
0.008160, 8.594944, 0.000000, 0.000000, 8.400000
0.008175, 8.444974, 0.000000, 0.000000, 8.250000
0.008190, 8.294988, 0.000000, 0.000000, 8.100000
0.008205, 8.144994, 0.000000, 0.000000, 7.950000
0.008220, 7.994997, 0.000000, 0.000000, 7.800000
0.008235, 7.844999, 0.000000, 0.000000, 7.650000
0.008250, 7.694999, 0.000000, 0.000000, 7.500000
0.008265, 7.545000, 0.000000, 0.000000, 7.350000
0.008280, 7.395000, 0.000000, 0.000000, 7.200000
0.008295, 7.245000, 0.000000, 0.000000, 7.050000
0.008310, 7.095000, 0.000000, 0.000000, 6.900000
0.008325, 6.945000, 0.000000, 0.000000, 6.750000
0.008340, 6.795000, 0.000000, 0.000000, 6.600000
0.008355, 6.645000, 0.000000, 0.000000, 6.450000
0.008370, 6.495000, 0.000000, 0.000000, 6.300000
0.008385, 6.345000, 0.000000, 0.000000, 6.150000
0.008400, 6.195000, 0.000000, 0.000000, 6.000000
0.008415, 6.045000, 0.000000, 0.000000, 5.850000
0.008430, 5.895000, 0.000000, 0.000000, 5.700000
0.008445, 5.745000, 0.000000, 0.000000, 5.550000
0.008460, 5.595000, 0.000000, 0.000000, 5.400000
0.008475, 5.445000, 0.000000, 0.000000, 5.250000
0.008490, 5.295000, 0.000000, 0.000000, 5.100000
0.008505, 5.145000, 0.000000, 0.000000, 4.950000
0.008520, 4.995000, 0.000000, 0.000000, 4.800000
0.008535, 4.845000, 0.000000, 0.000000, 4.650000
0.008550, 4.695000, 0.000000, 0.000000, 4.500000
0.008565, 4.545000, 0.000000, 0.000000, 4.350000
0.008580, 4.395000, 0.000000, 0.000000, 4.200000
0.008595, 4.245000, 0.000000, 0.000000, 4.050000
0.008610, 4.095000, 0.000000, 0.000000, 3.900000
0.008625, 3.945000, 0.000000, 0.000000, 3.750000
0.008640, 3.795000, 0.000000, 0.000000, 3.600000
0.008655, 3.645000, 0.000000, 0.000000, 3.450000
0.008670, 3.495000, 0.000000, 0.000000, 3.300000
0.008685, 3.345000, 0.000000, 0.000000, 3.150000
0.008700, 3.195000, 0.000000, 0.000000, 3.000000
0.008715, 3.045000, 0.000000, 0.000000, 2.850000
0.008730, 2.895000, 0.000000, 0.000000, 2.700000
0.008745, 2.745000, 0.000000, 0.000000, 2.550000
0.008760, 2.595000, 0.000000, 0.000000, 2.400000
0.008775, 2.445000, 0.000000, 0.000000, 2.250000
0.008790, 2.295000, 0.000000, 0.000000, 2.100000
0.008805, 2.145000, 0.000000, 0.000000, 1.950000
0.008820, 1.995000, 0.000000, 0.000000, 1.800000
0.008835, 1.845000, 0.000000, 0.000000, 1.650000
0.008850, 1.695000, 0.000000, 0.000000, 1.500000
0.008865, 1.545000, 0.000000, 0.000000, 1.350000
0.008880, 1.395000, 0.000000, 0.000000, 1.200000
0.008895, 1.245000, 0.000000, 0.000000, 1.050000
0.008910, 1.095000, 0.000000, 0.000000, 0.900000
0.008925, 0.945000, 0.000000, 0.000000, 0.750000
0.008940, 0.795000, 0.000000, 0.000000, 0.600000
0.008955, 0.645000, 0.000000, 0.000000, 0.450000
0.008970, 0.495000, 0.000000, 0.000000, 0.300000
0.008985, 0.345000, 0.000000, 0.000000, 0.150000
0.009000, 0.195000, 0.000000, 0.000000, 0.000000
0.009015, 0.045000, 0.000000, 0.000000, -0.150000
0.009030, -0.105000, 0.000000, 0.000000, -0.300000
0.009045, -0.255000, 0.000000, 0.000000, -0.450000
0.009060, -0.405000, 0.000000, 0.000000, -0.600000
0.009075, -0.555000, 0.000000, 0.000000, -0.750000
0.009090, -0.705000, 0.000000, 0.000000, -0.900000
0.009105, -0.855000, 0.000000, 0.000000, -1.050000
0.009120, -1.005000, 0.000000, 0.000000, -1.200000
0.009135, -1.155000, 0.000000, 0.000000, -1.350000
0.009150, -1.305000, 0.000000, 0.000000, -1.500000
0.009165, -1.455000, 0.000000, 0.000000, -1.650000
0.009180, -1.605000, 0.000000, 0.000000, -1.800000
0.009195, -1.755000, 0.000000, 0.000000, -1.950000
0.009210, -1.905000, 0.000000, 0.000000, -2.100000
0.009225, -2.055000, 0.000000, 0.000000, -2.250000
0.009240, -2.205000, 0.000000, 0.000000, -2.400000
0.009255, -2.355000, 0.000000, 0.000000, -2.550000
0.009270, -2.505000, 0.000000, 0.000000, -2.700000
0.009285, -2.655000, 0.000000, 0.000000, -2.850000
0.009300, -2.805000, 0.000000, 0.000000, -3.000000
0.009315, -2.955000, 0.000000, 0.000000, -3.150000
0.009330, -3.105000, 0.000000, 0.000000, -3.300000
0.009345, -3.255000, 0.000000, 0.000000, -3.450000
0.009360, -3.405000, 0.000000, 0.000000, -3.600000
0.009375, -3.555000, 0.000000, 0.000000, -3.750000
0.009390, -3.705000, 0.000000, 0.000000, -3.900000
0.009405, -3.855000, 0.000000, 0.000000, -4.050000
0.009420, -4.005000, 0.000000, 0.000000, -4.200000
0.009435, -4.155000, 0.000000, 0.000000, -4.350000
0.009450, -4.305000, 0.000000, 0.000000, -4.500000
0.009465, -4.455000, 0.000000, 0.000000, -4.650000
0.009480, -4.605000, 0.000000, 0.000000, -4.800000
0.009495, -4.755000, 0.000000, 0.000000, -4.950000
0.009510, -4.905000, 0.000000, 0.000000, -5.100000
0.009525, -5.055000, 0.000000, 0.000000, -5.250000
0.009540, -5.205000, 0.000000, 0.000000, -5.400000
0.009555, -5.355000, 0.000000, 0.000000, -5.550000
0.009570, -5.505000, 0.000000, 0.000000, -5.700000
0.009585, -5.655000, 0.000000, 0.000000, -5.850000
0.009600, -5.805000, 0.000000, 0.000000, -6.000000
0.009615, -5.955000, 0.000000, 0.000000, -6.150000
0.009630, -6.105000, 0.000000, 0.000000, -6.300000
0.009645, -6.255000, 0.000000, 0.000000, -6.450000
0.009660, -6.405000, 0.000000, 0.000000, -6.600000
0.009675, -6.555000, 0.000000, 0.000000, -6.750000
0.009690, -6.705000, 0.000000, 0.000000, -6.900000
0.009705, -6.855000, 0.000000, 0.000000, -7.050000
0.009720, -7.005000, 0.000000, 0.000000, -7.200000
0.009735, -7.155000, 0.000000, 0.000000, -7.350000
0.009750, -7.305000, 0.000000, 0.000000, -7.500000
0.009765, -7.455000, 0.000000, 0.000000, -7.650000
0.009780, -7.605000, 0.000000, 0.000000, -7.800000
0.009795, -7.755000, 0.000000, 0.000000, -7.950000
0.009810, -7.905000, 0.000000, 0.000000, -8.100000
0.009825, -8.055000, 0.000000, 0.000000, -8.250000
0.009840, -8.205000, 0.000000, 0.000000, -8.400000
0.009855, -8.355000, 0.000000, 0.000000, -8.550000
0.009870, -8.505000, 0.000000, 0.000000, -8.700000
0.009885, -8.655000, 0.000000, 0.000000, -8.850000
0.009900, -8.805000, 0.000000, 0.000000, -9.000000
0.009915, -8.955000, 0.000000, 0.000000, -9.150000
0.009930, -9.105000, 0.000000, 0.000000, -9.300000
0.009945, -9.255000, 0.000000, 0.000000, -9.450000
0.009960, -9.405000, 0.000000, 0.000000, -9.600000
0.009975, -9.555000, 0.000000, 0.000000, -9.750000
0.009990, -9.705000, 0.000000, 0.000000, -9.900000
0.010005, -9.848590, 0.000000, 0.000000, -10.000000
0.010020, -9.929541, 0.000000, 0.000000, -10.000000
0.010035, -9.967211, 0.000000, 0.000000, -10.000000
0.010050, -9.984742, 0.000000, 0.000000, -10.000000
0.010065, -9.992899, 0.000000, 0.000000, -10.000000
0.010080, -9.996696, 0.000000, 0.000000, -10.000000
0.010095, -9.998462, 0.000000, 0.000000, -10.000000
0.010110, -9.999284, 0.000000, 0.000000, -10.000000
0.010125, -9.999667, 0.000000, 0.000000, -10.000000
0.010140, -9.999845, 0.000000, 0.000000, -10.000000
0.010155, -9.999928, 0.000000, 0.000000, -10.000000
0.010170, -9.999966, 0.000000, 0.000000, -10.000000
0.010185, -9.999984, 0.000000, 0.000000, -10.000000
0.010200, -9.999993, 0.000000, 0.000000, -10.000000
0.010215, -9.999997, 0.000000, 0.000000, -10.000000
0.010230, -9.999998, 0.000000, 0.000000, -10.000000
0.010245, -9.999999, 0.000000, 0.000000, -10.000000
0.010260, -10.000000, 0.000000, 0.000000, -10.000000
0.010275, -10.000000, 0.000000, 0.000000, -10.000000
0.010290, -10.000000, 0.000000, 0.000000, -10.000000
0.010305, -10.000000, 0.000000, 0.000000, -10.000000
0.010320, -10.000000, 0.000000, 0.000000, -10.000000
0.010335, -10.000000, 0.000000, 0.000000, -10.000000
0.010350, -10.000000, 0.000000, 0.000000, -10.000000
0.010365, -10.000000, 0.000000, 0.000000, -10.000000
0.010380, -10.000000, 0.000000, 0.000000, -10.000000
0.010395, -10.000000, 0.000000, 0.000000, -10.000000
0.010410, -10.000000, 0.000000, 0.000000, -10.000000
0.010425, -10.000000, 0.000000, 0.000000, -10.000000
0.010440, -10.000000, 0.000000, 0.000000, -10.000000
0.010455, -10.000000, 0.000000, 0.000000, -10.000000
0.010470, -10.000000, 0.000000, 0.000000, -10.000000
0.010485, -10.000000, 0.000000, 0.000000, -10.000000
0.010500, -10.000000, 0.000000, 0.000000, -10.000000
0.010515, -10.000000, 0.000000, 0.000000, -10.000000
0.010530, -10.000000, 0.000000, 0.000000, -10.000000
0.010545, -10.000000, 0.000000, 0.000000, -10.000000
0.010560, -10.000000, 0.000000, 0.000000, -10.000000
0.010575, -10.000000, 0.000000, 0.000000, -10.000000
0.010590, -10.000000, 0.000000, 0.000000, -10.000000
0.010605, -10.000000, 0.000000, 0.000000, -10.000000
0.010620, -10.000000, 0.000000, 0.000000, -10.000000
0.010635, -10.000000, 0.000000, 0.000000, -10.000000
0.010650, -10.000000, 0.000000, 0.000000, -10.000000
0.010665, -10.000000, 0.000000, 0.000000, -10.000000
0.010680, -10.000000, 0.000000, 0.000000, -10.000000
0.010695, -10.000000, 0.000000, 0.000000, -10.000000
0.010710, -10.000000, 0.000000, 0.000000, -10.000000
0.010725, -10.000000, 0.000000, 0.000000, -10.000000
0.010740, -10.000000, 0.000000, 0.000000, -10.000000
0.010755, -10.000000, 0.000000, 0.000000, -10.000000
0.010770, -10.000000, 0.000000, 0.000000, -10.000000
0.010785, -10.000000, 0.000000, 0.000000, -10.000000
0.010800, -10.000000, 0.000000, 0.000000, -10.000000
0.010815, -10.000000, 0.000000, 0.000000, -10.000000
0.010830, -10.000000, 0.000000, 0.000000, -10.000000
0.010845, -10.000000, 0.000000, 0.000000, -10.000000
0.010860, -10.000000, 0.000000, 0.000000, -10.000000
0.010875, -10.000000, 0.000000, 0.000000, -10.000000
0.010890, -10.000000, 0.000000, 0.000000, -10.000000
0.010905, -10.000000, 0.000000, 0.000000, -10.000000
0.010920, -10.000000, 0.000000, 0.000000, -10.000000
0.010935, -10.000000, 0.000000, 0.000000, -10.000000
0.010950, -10.000000, 0.000000, 0.000000, -10.000000
0.010965, -10.000000, 0.000000, 0.000000, -10.000000
0.010980, -10.000000, 0.000000, 0.000000, -10.000000
0.010995, -10.000000, 0.000000, 0.000000, -10.000000
0.011010, -9.978342, 0.000000, 0.000000, -9.900000
0.011025, -9.890712, 0.000000, 0.000000, -9.750000
0.011040, -9.769737, 0.000000, 0.000000, -9.600000
0.011055, -9.633244, 0.000000, 0.000000, -9.450000
0.011070, -9.489529, 0.000000, 0.000000, -9.300000
0.011085, -9.342454, 0.000000, 0.000000, -9.150000
0.011100, -9.193815, 0.000000, 0.000000, -9.000000
0.011115, -9.044449, 0.000000, 0.000000, -8.850000
0.011130, -8.894743, 0.000000, 0.000000, -8.700000
0.011145, -8.744881, 0.000000, 0.000000, -8.550000
0.011160, -8.594944, 0.000000, 0.000000, -8.400000
0.011175, -8.444974, 0.000000, 0.000000, -8.250000
0.011190, -8.294988, 0.000000, 0.000000, -8.100000
0.011205, -8.144994, 0.000000, 0.000000, -7.950000
0.011220, -7.994997, 0.000000, 0.000000, -7.800000
0.011235, -7.844999, 0.000000, 0.000000, -7.650000
0.011250, -7.694999, 0.000000, 0.000000, -7.500000
0.011265, -7.545000, 0.000000, 0.000000, -7.350000
0.011280, -7.395000, 0.000000, 0.000000, -7.200000
0.011295, -7.245000, 0.000000, 0.000000, -7.050000
0.011310, -7.095000, 0.000000, 0.000000, -6.900000
0.011325, -6.945000, 0.000000, 0.000000, -6.750000
0.011340, -6.795000, 0.000000, 0.000000, -6.600000
0.011355, -6.645000, 0.000000, 0.000000, -6.450000
0.011370, -6.495000, 0.000000, 0.000000, -6.300000
0.011385, -6.345000, 0.000000, 0.000000, -6.150000
0.011400, -6.195000, 0.000000, 0.000000, -6.000000
0.011415, -6.045000, 0.000000, 0.000000, -5.850000
0.011430, -5.895000, 0.000000, 0.000000, -5.700000
0.011445, -5.745000, 0.000000, 0.000000, -5.550000
0.011460, -5.595000, 0.000000, 0.000000, -5.400000
0.011475, -5.445000, 0.000000, 0.000000, -5.250000
0.011490, -5.295000, 0.000000, 0.000000, -5.100000
0.011505, -5.145000, 0.000000, 0.000000, -4.950000
0.011520, -4.995000, 0.000000, 0.000000, -4.800000
0.011535, -4.845000, 0.000000, 0.000000, -4.650000
0.011550, -4.695000, 0.000000, 0.000000, -4.500000
0.011565, -4.545000, 0.000000, 0.000000, -4.350000
0.011580, -4.395000, 0.000000, 0.000000, -4.200000
0.011595, -4.245000, 0.000000, 0.000000, -4.050000
0.011610, -4.095000, 0.000000, 0.000000, -3.900000
0.011625, -3.945000, 0.000000, 0.000000, -3.750000
0.011640, -3.795000, 0.000000, 0.000000, -3.600000
0.011655, -3.645000, 0.000000, 0.000000, -3.450000
0.011670, -3.495000, 0.000000, 0.000000, -3.300000
0.011685, -3.345000, 0.000000, 0.000000, -3.150000
0.011700, -3.195000, 0.000000, 0.000000, -3.000000
0.011715, -3.045000, 0.000000, 0.000000, -2.850000
0.011730, -2.895000, 0.000000, 0.000000, -2.700000
0.011745, -2.745000, 0.000000, 0.000000, -2.550000
0.011760, -2.595000, 0.000000, 0.000000, -2.400000
0.011775, -2.445000, 0.000000, 0.000000, -2.250000
0.011790, -2.295000, 0.000000, 0.000000, -2.100000
0.011805, -2.145000, 0.000000, 0.000000, -1.950000
0.011820, -1.995000, 0.000000, 0.000000, -1.800000
0.011835, -1.845000, 0.000000, 0.000000, -1.650000
0.011850, -1.695000, 0.000000, 0.000000, -1.500000
0.011865, -1.545000, 0.000000, 0.000000, -1.350000
0.011880, -1.395000, 0.000000, 0.000000, -1.200000
0.011895, -1.245000, 0.000000, 0.000000, -1.050000
0.011910, -1.095000, 0.000000, 0.000000, -0.900000
0.011925, -0.945000, 0.000000, 0.000000, -0.750000
0.011940, -0.795000, 0.000000, 0.000000, -0.600000
0.011955, -0.645000, 0.000000, 0.000000, -0.450000
0.011970, -0.495000, 0.000000, 0.000000, -0.300000
0.011985, -0.345000, 0.000000, 0.000000, -0.150000
0.012000, -0.195000, 0.000000, 0.000000, -0.000000
0.012015, -0.045000, 0.000000, 0.000000, 0.150000
0.012030, 0.105000, 0.000000, 0.000000, 0.300000
0.012045, 0.255000, 0.000000, 0.000000, 0.450000
0.012060, 0.405000, 0.000000, 0.000000, 0.600000
0.012075, 0.555000, 0.000000, 0.000000, 0.750000
0.012090, 0.705000, 0.000000, 0.000000, 0.900000
0.012105, 0.855000, 0.000000, 0.000000, 1.050000
0.012120, 1.005000, 0.000000, 0.000000, 1.200000
0.012135, 1.155000, 0.000000, 0.000000, 1.350000
0.012150, 1.305000, 0.000000, 0.000000, 1.500000
0.012165, 1.455000, 0.000000, 0.000000, 1.650000
0.012180, 1.605000, 0.000000, 0.000000, 1.800000
0.012195, 1.755000, 0.000000, 0.000000, 1.950000
0.012210, 1.905000, 0.000000, 0.000000, 2.100000
0.012225, 2.055000, 0.000000, 0.000000, 2.250000
0.012240, 2.205000, 0.000000, 0.000000, 2.400000
0.012255, 2.355000, 0.000000, 0.000000, 2.550000
0.012270, 2.505000, 0.000000, 0.000000, 2.700000
0.012285, 2.655000, 0.000000, 0.000000, 2.850000
0.012300, 2.805000, 0.000000, 0.000000, 3.000000
0.012315, 2.955000, 0.000000, 0.000000, 3.150000
0.012330, 3.105000, 0.000000, 0.000000, 3.300000
0.012345, 3.255000, 0.000000, 0.000000, 3.450000
0.012360, 3.405000, 0.000000, 0.000000, 3.600000
0.012375, 3.555000, 0.000000, 0.000000, 3.750000
0.012390, 3.705000, 0.000000, 0.000000, 3.900000
0.012405, 3.855000, 0.000000, 0.000000, 4.050000
0.012420, 4.005000, 0.000000, 0.000000, 4.200000
0.012435, 4.155000, 0.000000, 0.000000, 4.350000
0.012450, 4.305000, 0.000000, 0.000000, 4.500000
0.012465, 4.455000, 0.000000, 0.000000, 4.650000
0.012480, 4.605000, 0.000000, 0.000000, 4.800000
0.012495, 4.755000, 0.000000, 0.000000, 4.950000
0.012510, 4.905000, 0.000000, 0.000000, 5.100000
0.012525, 5.055000, 0.000000, 0.000000, 5.250000
0.012540, 5.205000, 0.000000, 0.000000, 5.400000
0.012555, 5.355000, 0.000000, 0.000000, 5.550000
0.012570, 5.505000, 0.000000, 0.000000, 5.700000
0.012585, 5.655000, 0.000000, 0.000000, 5.850000
0.012600, 5.805000, 0.000000, 0.000000, 6.000000
0.012615, 5.955000, 0.000000, 0.000000, 6.150000
0.012630, 6.105000, 0.000000, 0.000000, 6.300000
0.012645, 6.255000, 0.000000, 0.000000, 6.450000
0.012660, 6.405000, 0.000000, 0.000000, 6.600000
0.012675, 6.555000, 0.000000, 0.000000, 6.750000
0.012690, 6.705000, 0.000000, 0.000000, 6.900000
0.012705, 6.855000, 0.000000, 0.000000, 7.050000
0.012720, 7.005000, 0.000000, 0.000000, 7.200000
0.012735, 7.155000, 0.000000, 0.000000, 7.350000
0.012750, 7.305000, 0.000000, 0.000000, 7.500000
0.012765, 7.455000, 0.000000, 0.000000, 7.650000
0.012780, 7.605000, 0.000000, 0.000000, 7.800000
0.012795, 7.755000, 0.000000, 0.000000, 7.950000
0.012810, 7.905000, 0.000000, 0.000000, 8.100000
0.012825, 8.055000, 0.000000, 0.000000, 8.250000
0.012840, 8.205000, 0.000000, 0.000000, 8.400000
0.012855, 8.355000, 0.000000, 0.000000, 8.550000
0.012870, 8.505000, 0.000000, 0.000000, 8.700000
0.012885, 8.655000, 0.000000, 0.000000, 8.850000
0.012900, 8.805000, 0.000000, 0.000000, 9.000000
0.012915, 8.955000, 0.000000, 0.000000, 9.150000
0.012930, 9.105000, 0.000000, 0.000000, 9.300000
0.012945, 9.255000, 0.000000, 0.000000, 9.450000
0.012960, 9.405000, 0.000000, 0.000000, 9.600000
0.012975, 9.555000, 0.000000, 0.000000, 9.750000
0.012990, 9.705000, 0.000000, 0.000000, 9.900000
0.013005, 9.848590, 0.000000, 0.000000, 10.000000
0.013020, 9.929541, 0.000000, 0.000000, 10.000000
0.013035, 9.967211, 0.000000, 0.000000, 10.000000
0.013050, 9.984742, 0.000000, 0.000000, 10.000000
0.013065, 9.992899, 0.000000, 0.000000, 10.000000
0.013080, 9.996696, 0.000000, 0.000000, 10.000000
0.013095, 9.998462, 0.000000, 0.000000, 10.000000
0.013110, 9.999284, 0.000000, 0.000000, 10.000000
0.013125, 9.999667, 0.000000, 0.000000, 10.000000
0.013140, 9.999845, 0.000000, 0.000000, 10.000000
0.013155, 9.999928, 0.000000, 0.000000, 10.000000
0.013170, 9.999966, 0.000000, 0.000000, 10.000000
0.013185, 9.999984, 0.000000, 0.000000, 10.000000
0.013200, 9.999993, 0.000000, 0.000000, 10.000000
0.013215, 9.999997, 0.000000, 0.000000, 10.000000
0.013230, 9.999998, 0.000000, 0.000000, 10.000000
0.013245, 9.999999, 0.000000, 0.000000, 10.000000
0.013260, 10.000000, 0.000000, 0.000000, 10.000000
0.013275, 10.000000, 0.000000, 0.000000, 10.000000
0.013290, 10.000000, 0.000000, 0.000000, 10.000000
0.013305, 10.000000, 0.000000, 0.000000, 10.000000
0.013320, 10.000000, 0.000000, 0.000000, 10.000000
0.013335, 10.000000, 0.000000, 0.000000, 10.000000
0.013350, 10.000000, 0.000000, 0.000000, 10.000000
0.013365, 10.000000, 0.000000, 0.000000, 10.000000
0.013380, 10.000000, 0.000000, 0.000000, 10.000000
0.013395, 10.000000, 0.000000, 0.000000, 10.000000
0.013410, 10.000000, 0.000000, 0.000000, 10.000000
0.013425, 10.000000, 0.000000, 0.000000, 10.000000
0.013440, 10.000000, 0.000000, 0.000000, 10.000000
0.013455, 10.000000, 0.000000, 0.000000, 10.000000
0.013470, 10.000000, 0.000000, 0.000000, 10.000000
0.013485, 10.000000, 0.000000, 0.000000, 10.000000
0.013500, 10.000000, 0.000000, 0.000000, 10.000000
0.013515, 10.000000, 0.000000, 0.000000, 10.000000
0.013530, 10.000000, 0.000000, 0.000000, 10.000000
0.013545, 10.000000, 0.000000, 0.000000, 10.000000
0.013560, 10.000000, 0.000000, 0.000000, 10.000000
0.013575, 10.000000, 0.000000, 0.000000, 10.000000
0.013590, 10.000000, 0.000000, 0.000000, 10.000000
0.013605, 10.000000, 0.000000, 0.000000, 10.000000
0.013620, 10.000000, 0.000000, 0.000000, 10.000000
0.013635, 10.000000, 0.000000, 0.000000, 10.000000
0.013650, 10.000000, 0.000000, 0.000000, 10.000000
0.013665, 10.000000, 0.000000, 0.000000, 10.000000
0.013680, 10.000000, 0.000000, 0.000000, 10.000000
0.013695, 10.000000, 0.000000, 0.000000, 10.000000
0.013710, 10.000000, 0.000000, 0.000000, 10.000000
0.013725, 10.000000, 0.000000, 0.000000, 10.000000
0.013740, 10.000000, 0.000000, 0.000000, 10.000000
0.013755, 10.000000, 0.000000, 0.000000, 10.000000
0.013770, 10.000000, 0.000000, 0.000000, 10.000000
0.013785, 10.000000, 0.000000, 0.000000, 10.000000
0.013800, 10.000000, 0.000000, 0.000000, 10.000000
0.013815, 10.000000, 0.000000, 0.000000, 10.000000
0.013830, 10.000000, 0.000000, 0.000000, 10.000000
0.013845, 10.000000, 0.000000, 0.000000, 10.000000
0.013860, 10.000000, 0.000000, 0.000000, 10.000000
0.013875, 10.000000, 0.000000, 0.000000, 10.000000
0.013890, 10.000000, 0.000000, 0.000000, 10.000000
0.013905, 10.000000, 0.000000, 0.000000, 10.000000
0.013920, 10.000000, 0.000000, 0.000000, 10.000000
0.013935, 10.000000, 0.000000, 0.000000, 10.000000
0.013950, 10.000000, 0.000000, 0.000000, 10.000000
0.013965, 10.000000, 0.000000, 0.000000, 10.000000
0.013980, 10.000000, 0.000000, 0.000000, 10.000000
0.013995, 10.000000, 0.000000, 0.000000, 10.000000
0.014010, 9.978342, 0.000000, 0.000000, 9.900000
0.014025, 9.890712, 0.000000, 0.000000, 9.750000
0.014040, 9.769737, 0.000000, 0.000000, 9.600000
0.014055, 9.633244, 0.000000, 0.000000, 9.450000
0.014070, 9.489529, 0.000000, 0.000000, 9.300000
0.014085, 9.342454, 0.000000, 0.000000, 9.150000
0.014100, 9.193815, 0.000000, 0.000000, 9.000000
0.014115, 9.044449, 0.000000, 0.000000, 8.850000
0.014130, 8.894743, 0.000000, 0.000000, 8.700000
0.014145, 8.744881, 0.000000, 0.000000, 8.550000
0.014160, 8.594944, 0.000000, 0.000000, 8.400000
0.014175, 8.444974, 0.000000, 0.000000, 8.250000
0.014190, 8.294988, 0.000000, 0.000000, 8.100000
0.014205, 8.144994, 0.000000, 0.000000, 7.950000
0.014220, 7.994997, 0.000000, 0.000000, 7.800000
0.014235, 7.844999, 0.000000, 0.000000, 7.650000
0.014250, 7.694999, 0.000000, 0.000000, 7.500000
0.014265, 7.545000, 0.000000, 0.000000, 7.350000
0.014280, 7.395000, 0.000000, 0.000000, 7.200000
0.014295, 7.245000, 0.000000, 0.000000, 7.050000
0.014310, 7.095000, 0.000000, 0.000000, 6.900000
0.014325, 6.945000, 0.000000, 0.000000, 6.750000
0.014340, 6.795000, 0.000000, 0.000000, 6.600000
0.014355, 6.645000, 0.000000, 0.000000, 6.450000
0.014370, 6.495000, 0.000000, 0.000000, 6.300000
0.014385, 6.345000, 0.000000, 0.000000, 6.150000
0.014400, 6.195000, 0.000000, 0.000000, 6.000000
